MemoryID,MemoryType,MemorySize,MemoryQty,MemoryValue
747,DDR4-3200,2 GB,7,70
748,DDR4-3200,2 GB,8,80
749,DDR4-3200,2 GB,9,90
750,DDR4-3200,2 GB,10,100
751,DDR4-3200,4 GB,1,15
752,DDR4-3200,4 GB,2,30
753,DDR4-3200,4 GB,3,45
754,DDR4-3200,4 GB,4,60
755,DDR4-3200,4 GB,5,75
756,DDR4-3200,4 GB,6,90
757,DDR4-3200,4 GB,7,105
758,DDR4-3200,4 GB,8,120
759,DDR4-3200,4 GB,9,135
760,DDR4-3200,4 GB,10,150
761,DDR4-3200,8 GB,1,15
762,DDR4-3200,8 GB,2,30
763,DDR4-3200,8 GB,3,45
764,DDR4-3200,8 GB,4,60
765,DDR4-3200,8 GB,5,75
766,DDR4-3200,8 GB,6,90
767,DDR4-3200,8 GB,7,105
768,DDR4-3200,8 GB,8,120
769,DDR4-3200,8 GB,9,135
770,DDR4-3200,8 GB,10,150
771,DDR4-3200,16 GB,1,20
772,DDR4-3200,16 GB,2,40
773,DDR4-3200,16 GB,3,60
774,DDR4-3200,16 GB,4,80
775,DDR4-3200,16 GB,5,100
776,DDR4-3200,16 GB,6,120
777,DDR4-3200,16 GB,7,140
778,DDR4-3200,16 GB,8,160
779,DDR4-3200,16 GB,9,180
780,DDR4-3200,16 GB,10,200
781,DDR4-3333,512 MB,1,0
782,DDR4-3333,512 MB,2,0
783,DDR4-3333,512 MB,3,0
784,DDR4-3333,512 MB,4,0
785,DDR4-3333,512 MB,5,0
786,DDR4-3333,512 MB,6,0
787,DDR4-3333,512 MB,7,0
788,DDR4-3333,512 MB,8,0
789,DDR4-3333,512 MB,9,0
790,DDR4-3333,512 MB,10,0
791,DDR4-3333,1 GB,1,10
792,DDR4-3333,1 GB,2,20
793,DDR4-3333,1 GB,3,30
794,DDR4-3333,1 GB,4,40
795,DDR4-3333,1 GB,5,50
796,DDR4-3333,1 GB,6,60
797,DDR4-3333,1 GB,7,70
798,DDR4-3333,1 GB,8,80
799,DDR4-3333,1 GB,9,90
800,DDR4-3333,1 GB,10,100
801,DDR4-3333,2 GB,1,10
802,DDR4-3333,2 GB,2,20
803,DDR4-3333,2 GB,3,30
804,DDR4-3333,2 GB,4,40
805,DDR4-3333,2 GB,5,50
806,DDR4-3333,2 GB,6,60
807,DDR4-3333,2 GB,7,70
808,DDR4-3333,2 GB,8,80
809,DDR4-3333,2 GB,9,90
810,DDR4-3333,2 GB,10,100
811,DDR4-3333,4 GB,1,15
812,DDR4-3333,4 GB,2,30
813,DDR4-3333,4 GB,3,45
814,DDR4-3333,4 GB,4,60
815,DDR4-3333,4 GB,5,75
816,DDR4-3333,4 GB,6,90
817,DDR4-3333,4 GB,7,105
818,DDR4-3333,4 GB,8,120
819,DDR4-3333,4 GB,9,135
820,DDR4-3333,4 GB,10,150
821,DDR4-3333,8 GB,1,15
822,DDR4-3333,8 GB,2,30
823,DDR4-3333,8 GB,3,45
824,DDR4-3333,8 GB,4,60
825,DDR4-3333,8 GB,5,75
826,DDR4-3333,8 GB,6,90
827,DDR4-3333,8 GB,7,105
828,DDR4-3333,8 GB,8,120
829,DDR4-3333,8 GB,9,135
830,DDR4-3333,8 GB,10,150
831,DDR4-3333,16 GB,1,20
832,DDR4-3333,16 GB,2,40
833,DDR4-3333,16 GB,3,60
834,DDR4-3333,16 GB,4,80
835,DDR4-3333,16 GB,5,100
836,DDR4-3333,16 GB,6,120
837,DDR4-3333,16 GB,7,140
838,DDR4-3333,16 GB,8,160
839,DDR4-3333,16 GB,9,180
840,DDR4-3333,16 GB,10,200
841,DDR4-3466,512 MB,1,0
842,DDR4-3466,512 MB,2,0
843,DDR4-3466,512 MB,3,0
844,DDR4-3466,512 MB,4,0
845,DDR4-3466,512 MB,5,0
846,DDR4-3466,512 MB,6,0
847,DDR4-3466,512 MB,7,0
848,DDR4-3466,512 MB,8,0
849,DDR4-3466,512 MB,9,0
850,DDR4-3466,512 MB,10,0
851,DDR4-3466,1 GB,1,10
852,DDR4-3466,1 GB,2,20
853,DDR4-3466,1 GB,3,30
854,DDR4-3466,1 GB,4,40
855,DDR4-3466,1 GB,5,50
856,DDR4-3466,1 GB,6,60
857,DDR4-3466,1 GB,7,70
858,DDR4-3466,1 GB,8,80
859,DDR4-3466,1 GB,9,90
860,DDR4-3466,1 GB,10,100
861,DDR4-3466,2 GB,1,10
862,DDR4-3466,2 GB,2,20
863,DDR4-3466,2 GB,3,30
864,DDR4-3466,2 GB,4,40
865,DDR4-3466,2 GB,5,50
866,DDR4-3466,2 GB,6,60
867,DDR4-3466,2 GB,7,70
868,DDR4-3466,2 GB,8,80
869,DDR4-3466,2 GB,9,90
870,DDR4-3466,2 GB,10,100
871,DDR4-3466,4 GB,1,15
872,DDR4-3466,4 GB,2,30
873,DDR4-3466,4 GB,3,45
874,DDR4-3466,4 GB,4,60
875,DDR4-3466,4 GB,5,75
876,DDR4-3466,4 GB,6,90
877,DDR4-3466,4 GB,7,105
878,DDR4-3466,4 GB,8,120
879,DDR4-3466,4 GB,9,135
880,DDR4-3466,4 GB,10,150
881,DDR4-3466,8 GB,1,15
882,DDR4-3466,8 GB,2,30
883,DDR4-3466,8 GB,3,45
884,DDR4-3466,8 GB,4,60
885,DDR4-3466,8 GB,5,75
886,DDR4-3466,8 GB,6,90
887,DDR4-3466,8 GB,7,105
888,DDR4-3466,8 GB,8,120
889,DDR4-3466,8 GB,9,135
890,DDR4-3466,8 GB,10,150
891,DDR4-3466,16 GB,1,20
892,DDR4-3466,16 GB,2,40
893,DDR4-3466,16 GB,3,60
894,DDR4-3466,16 GB,4,80
895,DDR4-3466,16 GB,5,100
896,DDR4-3466,16 GB,6,120
897,DDR4-3466,16 GB,7,140
898,DDR4-3466,16 GB,8,160
899,DDR4-3466,16 GB,9,180
900,DDR4-3466,16 GB,10,200
901,DDR4-3600,512 MB,1,0
902,DDR4-3600,512 MB,2,0
903,DDR4-3600,512 MB,3,0
904,DDR4-3600,512 MB,4,0
905,DDR4-3600,512 MB,5,0
906,DDR4-3600,512 MB,6,0
907,DDR4-3606,512 MB,7,0
908,DDR4-3600,512 MB,8,0
909,DDR4-3600,512 MB,9,0
910,DDR4-3600,512 MB,10,0
911,DDR4-3600,1 GB,1,10
912,DDR4-3600,1 GB,2,20
913,DDR4-3600,1 GB,3,30
914,DDR4-3600,1 GB,4,40
915,DDR4-3600,1 GB,5,50
916,DDR4-3600,1 GB,6,60
917,DDR4-3606,1 GB,7,70
918,DDR4-3600,1 GB,8,80
919,DDR4-3600,1 GB,9,90
920,DDR4-3600,1 GB,10,100
921,DDR4-3600,2 GB,1,10
922,DDR4-3600,2 GB,2,20
923,DDR4-3600,2 GB,3,30
924,DDR4-3600,2 GB,4,40
925,DDR4-3600,2 GB,5,50
926,DDR4-3600,2 GB,6,60
927,DDR4-3606,2 GB,7,70
928,DDR4-3600,2 GB,8,80
929,DDR4-3600,2 GB,9,90
930,DDR4-3600,2 GB,10,100
931,DDR4-3600,4 GB,1,15
932,DDR4-3600,4 GB,2,30
933,DDR4-3600,4 GB,3,45
934,DDR4-3600,4 GB,4,60
935,DDR4-3600,4 GB,5,75
936,DDR4-3600,4 GB,6,90
937,DDR4-3600,4 GB,7,105
938,DDR4-3600,4 GB,8,120
939,DDR4-3600,4 GB,9,135
940,DDR4-3600,4 GB,10,150
941,DDR4-3600,8 GB,1,15
942,DDR4-3600,8 GB,2,30
943,DDR4-3600,8 GB,3,45
944,DDR4-3600,8 GB,4,60
945,DDR4-3600,8 GB,5,75
946,DDR4-3600,8 GB,6,90
947,DDR4-3606,8 GB,7,105
948,DDR4-3600,8 GB,8,120
949,DDR4-3600,8 GB,9,135
950,DDR4-3600,8 GB,10,150
951,DDR4-3600,16 GB,1,20
952,DDR4-3600,16 GB,2,40
953,DDR4-3600,16 GB,3,60
954,DDR4-3600,16 GB,4,80
955,DDR4-3600,16 GB,5,100
956,DDR4-3600,16 GB,6,120
957,DDR4-3606,16 GB,7,140
958,DDR4-3600,16 GB,8,160
959,DDR4-3600,16 GB,9,180
960,DDR4-3600,16 GB,10,200
961,None,None,0,0
962,N/A,N/A,0,0
