ProcessorID,ProcessorType,ProcessorSpeed,ProcessorQty,ProcessorValue
7560,4415U,4.3,4,0
7561,4415U,4.31,1,0
7562,4415U,4.31,2,0
7563,4415U,4.31,3,0
7564,4415U,4.31,4,0
7565,4415U,4.32,1,0
7566,4415U,4.32,2,0
7567,4415U,4.32,3,0
7568,4415U,4.32,4,0
7569,4415U,4.33,1,0
7570,4415U,4.33,2,0
7571,4415U,4.33,3,0
7572,4415U,4.33,4,0
7573,4415U,4.34,1,0
7574,4415U,4.34,2,0
7575,4415U,4.34,3,0
7576,4415U,4.34,4,0
7577,4415U,4.35,1,0
7578,4415U,4.35,2,0
7579,4415U,4.35,3,0
7580,4415U,4.35,4,0
7581,4415U,4.36,1,0
7582,4415U,4.36,2,0
7583,4415U,4.36,3,0
7584,4415U,4.36,4,0
7585,4415U,4.37,1,0
7586,4415U,4.37,2,0
7587,4415U,4.37,3,0
7588,4415U,4.37,4,0
7589,4415U,4.38,1,0
7590,4415U,4.38,2,0
7591,4415U,4.38,3,0
7592,4415U,4.38,4,0
7593,4415U,4.39,1,0
7594,4415U,4.39,2,0
7595,4415U,4.39,3,0
7596,4415U,4.39,4,0
7597,4415U,4.4,1,0
7598,4415U,4.4,2,0
7599,4415U,4.4,3,0
7600,4415U,4.4,4,0
7601,4415U,4.41,1,0
7602,4415U,4.41,2,0
7603,4415U,4.41,3,0
7604,4415U,4.41,4,0
7605,4415U,4.42,1,0
7606,4415U,4.42,2,0
7607,4415U,4.42,3,0
7608,4415U,4.42,4,0
7609,4415U,4.43,1,0
7610,4415U,4.43,2,0
7611,4415U,4.43,3,0
7612,4415U,4.43,4,0
7613,4415U,4.44,1,0
7614,4415U,4.44,2,0
7615,4415U,4.44,3,0
7616,4415U,4.44,4,0
7617,4415U,4.45,1,0
7618,4415U,4.45,2,0
7619,4415U,4.45,3,0
7620,4415U,4.45,4,0
7621,4415U,4.46,1,0
7622,4415U,4.46,2,0
7623,4415U,4.46,3,0
7624,4415U,4.46,4,0
7625,4415U,4.47,1,0
7626,4415U,4.47,2,0
7627,4415U,4.47,3,0
7628,4415U,4.47,4,0
7629,4415U,4.48,1,0
7630,4415U,4.48,2,0
7631,4415U,4.48,3,0
7632,4415U,4.48,4,0
7633,4415U,4.49,1,0
7634,4415U,4.49,2,0
7635,4415U,4.49,3,0
7636,4415U,4.49,4,0
7637,4415U,4.5,1,0
7638,4415U,4.5,2,0
7639,4415U,4.5,3,0
7640,4415U,4.5,4,0
7641,4415U,4.51,1,0
7642,4415U,4.51,2,0
7643,4415U,4.51,3,0
7644,4415U,4.51,4,0
7645,4415U,4.52,1,0
7646,4415U,4.52,2,0
7647,4415U,4.52,3,0
7648,4415U,4.52,4,0
7649,4415U,4.53,1,0
7650,4415U,4.53,2,0
7651,4415U,4.53,3,0
7652,4415U,4.53,4,0
7653,4415U,4.54,1,0
7654,4415U,4.54,2,0
7655,4415U,4.54,3,0
7656,4415U,4.54,4,0
7657,4415U,4.55,1,0
7658,4415U,4.55,2,0
7659,4415U,4.55,3,0
7660,4415U,4.55,4,0
7661,4415U,4.56,1,0
7662,4415U,4.56,2,0
7663,4415U,4.56,3,0
7664,4415U,4.56,4,0
7665,4415U,4.57,1,0
7666,4415U,4.57,2,0
7667,4415U,4.57,3,0
7668,4415U,4.57,4,0
7669,4415U,4.58,1,0
7670,4415U,4.58,2,0
7671,4415U,4.58,3,0
7672,4415U,4.58,4,0
7673,4415U,4.59,1,0
7674,4415U,4.59,2,0
7675,4415U,4.59,3,0
7676,4415U,4.59,4,0
7677,4415U,4.6,1,0
7678,4415U,4.6,2,0
7679,4415U,4.6,3,0
7680,4415U,4.6,4,0
7681,4415U,4.61,1,0
7682,4415U,4.61,2,0
7683,4415U,4.61,3,0
7684,4415U,4.61,4,0
7685,4415U,4.62,1,0
7686,4415U,4.62,2,0
7687,4415U,4.62,3,0
7688,4415U,4.62,4,0
7689,4415U,4.63,1,0
7690,4415U,4.63,2,0
7691,4415U,4.63,3,0
7692,4415U,4.63,4,0
7693,4415U,4.64,1,0
7694,4415U,4.64,2,0
7695,4415U,4.64,3,0
7696,4415U,4.64,4,0
7697,4415U,4.65,1,0
7698,4415U,4.65,2,0
7699,4415U,4.65,3,0
7700,4415U,4.65,4,0
7701,4415U,4.66,1,0
7702,4415U,4.66,2,0
7703,4415U,4.66,3,0
7704,4415U,4.66,4,0
7705,4415U,4.67,1,0
7706,4415U,4.67,2,0
7707,4415U,4.67,3,0
7708,4415U,4.67,4,0
7709,4415U,4.68,1,0
7710,4415U,4.68,2,0
7711,4415U,4.68,3,0
7712,4415U,4.68,4,0
7713,4415U,4.69,1,0
7714,4415U,4.69,2,0
7715,4415U,4.69,3,0
7716,4415U,4.69,4,0
7717,4415U,4.7,1,0
7718,4415U,4.7,2,0
7719,4415U,4.7,3,0
7720,4415U,4.7,4,0
7721,4415U,4.71,1,0
7722,4415U,4.71,2,0
7723,4415U,4.71,3,0
7724,4415U,4.71,4,0
7725,4415U,4.72,1,0
7726,4415U,4.72,2,0
7727,4415U,4.72,3,0
7728,4415U,4.72,4,0
7729,4415U,4.73,1,0
7730,4415U,4.73,2,0
7731,4415U,4.73,3,0
7732,4415U,4.73,4,0
7733,4415U,4.74,1,0
7734,4415U,4.74,2,0
7735,4415U,4.74,3,0
7736,4415U,4.74,4,0
7737,4415U,4.75,1,0
7738,4415U,4.75,2,0
7739,4415U,4.75,3,0
7740,4415U,4.75,4,0
7741,4415U,4.76,1,0
7742,4415U,4.76,2,0
7743,4415U,4.76,3,0
7744,4415U,4.76,4,0
7745,4415U,4.77,1,0
7746,4415U,4.77,2,0
7747,4415U,4.77,3,0
7748,4415U,4.77,4,0
7749,4415U,4.78,1,0
7750,4415U,4.78,2,0
7751,4415U,4.78,3,0
7752,4415U,4.78,4,0
7753,4415U,4.79,1,0
7754,4415U,4.79,2,0
7755,4415U,4.79,3,0
7756,4415U,4.79,4,0
7757,4415U,4.8,1,0
7758,4415U,4.8,2,0
7759,4415U,4.8,3,0
7760,4415U,4.8,4,0
7761,4415U,4.81,1,0
7762,4415U,4.81,2,0
7763,4415U,4.81,3,0
7764,4415U,4.81,4,0
7765,4415U,4.82,1,0
7766,4415U,4.82,2,0
7767,4415U,4.82,3,0
7768,4415U,4.82,4,0
7769,4415U,4.83,1,0
7770,4415U,4.83,2,0
7771,4415U,4.83,3,0
7772,4415U,4.83,4,0
7773,4415U,4.84,1,0
7774,4415U,4.84,2,0
7775,4415U,4.84,3,0
7776,4415U,4.84,4,0
7777,4415U,4.85,1,0
7778,4415U,4.85,2,0
7779,4415U,4.85,3,0
7780,4415U,4.85,4,0
7781,4415U,4.86,1,0
7782,4415U,4.86,2,0
7783,4415U,4.86,3,0
7784,4415U,4.86,4,0
7785,4415U,4.87,1,0
7786,4415U,4.87,2,0
7787,4415U,4.87,3,0
7788,4415U,4.87,4,0
7789,4415U,4.88,1,0
7790,4415U,4.88,2,0
7791,4415U,4.88,3,0
7792,4415U,4.88,4,0
7793,4415U,4.89,1,0
7794,4415U,4.89,2,0
7795,4415U,4.89,3,0
7796,4415U,4.89,4,0
7797,4415U,4.9,1,0
7798,4415U,4.9,2,0
7799,4415U,4.9,3,0
7800,4415U,4.9,4,0
7801,4415U,4.91,1,0
7802,4415U,4.91,2,0
7803,4415U,4.91,3,0
7804,4415U,4.91,4,0
7805,4415U,4.92,1,0
7806,4415U,4.92,2,0
7807,4415U,4.92,3,0
7808,4415U,4.92,4,0
7809,4415U,4.93,1,0
7810,4415U,4.93,2,0
7811,4415U,4.93,3,0
7812,4415U,4.93,4,0
7813,4415U,4.94,1,0
7814,4415U,4.94,2,0
7815,4415U,4.94,3,0
7816,4415U,4.94,4,0
7817,4415U,4.95,1,0
7818,4415U,4.95,2,0
7819,4415U,4.95,3,0
7820,4415U,4.95,4,0
7821,4415U,4.96,1,0
7822,4415U,4.96,2,0
7823,4415U,4.96,3,0
7824,4415U,4.96,4,0
7825,4415U,4.97,1,0
7826,4415U,4.97,2,0
7827,4415U,4.97,3,0
7828,4415U,4.97,4,0
7829,4415U,4.98,1,0
7830,4415U,4.98,2,0
7831,4415U,4.98,3,0
7832,4415U,4.98,4,0
7833,4415U,4.99,1,0
7834,4415U,4.99,2,0
7835,4415U,4.99,3,0
7836,4415U,4.99,4,0
7837,4415U,5,1,0
7838,4415U,5,2,0
7839,4415U,5,3,0
7840,4415U,5,4,0
7841,4415Y,1.0,1,0
7842,4415Y,1.0,2,0
7843,4415Y,1.0,3,0
7844,4415Y,1.0,4,0
7845,4415Y,1.1,1,0
7846,4415Y,1.1,2,0
7847,4415Y,1.1,3,0
7848,4415Y,1.1,4,0
7849,4415Y,1.11,1,0
7850,4415Y,1.11,2,0
7851,4415Y,1.11,3,0
7852,4415Y,1.11,4,0
7853,4415Y,1.12,1,0
7854,4415Y,1.12,2,0
7855,4415Y,1.12,3,0
7856,4415Y,1.12,4,0
7857,4415Y,1.13,1,0
7858,4415Y,1.13,2,0
7859,4415Y,1.13,3,0
7860,4415Y,1.13,4,0
7861,4415Y,1.14,1,0
7862,4415Y,1.14,2,0
7863,4415Y,1.14,3,0
7864,4415Y,1.14,4,0
7865,4415Y,1.15,1,0
7866,4415Y,1.15,2,0
7867,4415Y,1.15,3,0
7868,4415Y,1.15,4,0
7869,4415Y,1.16,1,0
7870,4415Y,1.16,2,0
7871,4415Y,1.16,3,0
7872,4415Y,1.16,4,0
7873,4415Y,1.17,1,0
7874,4415Y,1.17,2,0
7875,4415Y,1.17,3,0
7876,4415Y,1.17,4,0
7877,4415Y,1.18,1,0
7878,4415Y,1.18,2,0
7879,4415Y,1.18,3,0
7880,4415Y,1.18,4,0
7881,4415Y,1.19,1,0
7882,4415Y,1.19,2,0
7883,4415Y,1.19,3,0
7884,4415Y,1.19,4,0
7885,4415Y,1.2,1,0
7886,4415Y,1.2,2,0
7887,4415Y,1.2,3,0
7888,4415Y,1.2,4,0
7889,4415Y,1.21,1,0
7890,4415Y,1.21,2,0
7891,4415Y,1.21,3,0
7892,4415Y,1.21,4,0
7893,4415Y,1.22,1,0
7894,4415Y,1.22,2,0
7895,4415Y,1.22,3,0
7896,4415Y,1.22,4,0
7897,4415Y,1.23,1,0
7898,4415Y,1.23,2,0
7899,4415Y,1.23,3,0
7900,4415Y,1.23,4,0
7901,4415Y,1.24,1,0
7902,4415Y,1.24,2,0
7903,4415Y,1.24,3,0
7904,4415Y,1.24,4,0
7905,4415Y,1.25,1,0
7906,4415Y,1.25,2,0
7907,4415Y,1.25,3,0
7908,4415Y,1.25,4,0
7909,4415Y,1.26,1,0
7910,4415Y,1.26,2,0
7911,4415Y,1.26,3,0
7912,4415Y,1.26,4,0
7913,4415Y,1.27,1,0
7914,4415Y,1.27,2,0
7915,4415Y,1.27,3,0
7916,4415Y,1.27,4,0
7917,4415Y,1.28,1,0
7918,4415Y,1.28,2,0
7919,4415Y,1.28,3,0
7920,4415Y,1.28,4,0
7921,4415Y,1.29,1,0
7922,4415Y,1.29,2,0
7923,4415Y,1.29,3,0
7924,4415Y,1.29,4,0
7925,4415Y,1.3,1,0
7926,4415Y,1.3,2,0
7927,4415Y,1.3,3,0
7928,4415Y,1.3,4,0
7929,4415Y,1.31,1,0
7930,4415Y,1.31,2,0
7931,4415Y,1.31,3,0
7932,4415Y,1.31,4,0
7933,4415Y,1.32,1,0
7934,4415Y,1.32,2,0
7935,4415Y,1.32,3,0
7936,4415Y,1.32,4,0
7937,4415Y,1.33,1,0
7938,4415Y,1.33,2,0
7939,4415Y,1.33,3,0
7940,4415Y,1.33,4,0
7941,4415Y,1.34,1,0
7942,4415Y,1.34,2,0
7943,4415Y,1.34,3,0
7944,4415Y,1.34,4,0
7945,4415Y,1.35,1,0
7946,4415Y,1.35,2,0
7947,4415Y,1.35,3,0
7948,4415Y,1.35,4,0
7949,4415Y,1.36,1,0
7950,4415Y,1.36,2,0
7951,4415Y,1.36,3,0
7952,4415Y,1.36,4,0
7953,4415Y,1.37,1,0
7954,4415Y,1.37,2,0
7955,4415Y,1.37,3,0
7956,4415Y,1.37,4,0
7957,4415Y,1.38,1,0
7958,4415Y,1.38,2,0
7959,4415Y,1.38,3,0
7960,4415Y,1.38,4,0
7961,4415Y,1.39,1,0
7962,4415Y,1.39,2,0
7963,4415Y,1.39,3,0
7964,4415Y,1.39,4,0
7965,4415Y,1.4,1,0
7966,4415Y,1.4,2,0
7967,4415Y,1.4,3,0
7968,4415Y,1.4,4,0
7969,4415Y,1.41,1,0
7970,4415Y,1.41,2,0
7971,4415Y,1.41,3,0
7972,4415Y,1.41,4,0
7973,4415Y,1.42,1,0
7974,4415Y,1.42,2,0
7975,4415Y,1.42,3,0
7976,4415Y,1.42,4,0
7977,4415Y,1.43,1,0
7978,4415Y,1.43,2,0
7979,4415Y,1.43,3,0
7980,4415Y,1.43,4,0
7981,4415Y,1.44,1,0
7982,4415Y,1.44,2,0
7983,4415Y,1.44,3,0
7984,4415Y,1.44,4,0
7985,4415Y,1.45,1,0
7986,4415Y,1.45,2,0
7987,4415Y,1.45,3,0
7988,4415Y,1.45,4,0
7989,4415Y,1.46,1,0
7990,4415Y,1.46,2,0
7991,4415Y,1.46,3,0
7992,4415Y,1.46,4,0
7993,4415Y,1.47,1,0
7994,4415Y,1.47,2,0
7995,4415Y,1.47,3,0
7996,4415Y,1.47,4,0
7997,4415Y,1.48,1,0
7998,4415Y,1.48,2,0
7999,4415Y,1.48,3,0
8000,4415Y,1.48,4,0
8001,4415Y,1.49,1,0
8002,4415Y,1.49,2,0
8003,4415Y,1.49,3,0
8004,4415Y,1.49,4,0
8005,4415Y,1.5,1,0
8006,4415Y,1.5,2,0
8007,4415Y,1.5,3,0
8008,4415Y,1.5,4,0
8009,4415Y,1.51,1,0
8010,4415Y,1.51,2,0
8011,4415Y,1.51,3,0
8012,4415Y,1.51,4,0
8013,4415Y,1.52,1,0
8014,4415Y,1.52,2,0
8015,4415Y,1.52,3,0
8016,4415Y,1.52,4,0
8017,4415Y,1.53,1,0
8018,4415Y,1.53,2,0
8019,4415Y,1.53,3,0
8020,4415Y,1.53,4,0
8021,4415Y,1.54,1,0
8022,4415Y,1.54,2,0
8023,4415Y,1.54,3,0
8024,4415Y,1.54,4,0
8025,4415Y,1.55,1,0
8026,4415Y,1.55,2,0
8027,4415Y,1.55,3,0
8028,4415Y,1.55,4,0
8029,4415Y,1.56,1,0
8030,4415Y,1.56,2,0
8031,4415Y,1.56,3,0
8032,4415Y,1.56,4,0
8033,4415Y,1.57,1,0
8034,4415Y,1.57,2,0
8035,4415Y,1.57,3,0
8036,4415Y,1.57,4,0
8037,4415Y,1.58,1,0
8038,4415Y,1.58,2,0
8039,4415Y,1.58,3,0
8040,4415Y,1.58,4,0
8041,4415Y,1.59,1,0
8042,4415Y,1.59,2,0
8043,4415Y,1.59,3,0
8044,4415Y,1.59,4,0
8045,4415Y,1.6,1,0
8046,4415Y,1.6,2,0
8047,4415Y,1.6,3,0
8048,4415Y,1.6,4,0
8049,4415Y,1.61,1,0
8050,4415Y,1.61,2,0
8051,4415Y,1.61,3,0
8052,4415Y,1.61,4,0
8053,4415Y,1.62,1,0
8054,4415Y,1.62,2,0
8055,4415Y,1.62,3,0
8056,4415Y,1.62,4,0
8057,4415Y,1.63,1,0
8058,4415Y,1.63,2,0
8059,4415Y,1.63,3,0
8060,4415Y,1.63,4,0
8061,4415Y,1.64,1,0
8062,4415Y,1.64,2,0
8063,4415Y,1.64,3,0
8064,4415Y,1.64,4,0
8065,4415Y,1.65,1,0
8066,4415Y,1.65,2,0
8067,4415Y,1.65,3,0
8068,4415Y,1.65,4,0
8069,4415Y,1.66,1,0
8070,4415Y,1.66,2,0
8071,4415Y,1.66,3,0
8072,4415Y,1.66,4,0
8073,4415Y,1.67,1,0
8074,4415Y,1.67,2,0
8075,4415Y,1.67,3,0
8076,4415Y,1.67,4,0
8077,4415Y,1.68,1,0
8078,4415Y,1.68,2,0
8079,4415Y,1.68,3,0
8080,4415Y,1.68,4,0
8081,4415Y,1.69,1,0
8082,4415Y,1.69,2,0
8083,4415Y,1.69,3,0
8084,4415Y,1.69,4,0
8085,4415Y,1.7,1,0
8086,4415Y,1.7,2,0
8087,4415Y,1.7,3,0
8088,4415Y,1.7,4,0
8089,4415Y,1.71,1,0
8090,4415Y,1.71,2,0
8091,4415Y,1.71,3,0
8092,4415Y,1.71,4,0
8093,4415Y,1.72,1,0
8094,4415Y,1.72,2,0
8095,4415Y,1.72,3,0
8096,4415Y,1.72,4,0
8097,4415Y,1.73,1,0
8098,4415Y,1.73,2,0
8099,4415Y,1.73,3,0
8100,4415Y,1.73,4,0
8101,4415Y,1.74,1,0
8102,4415Y,1.74,2,0
8103,4415Y,1.74,3,0
8104,4415Y,1.74,4,0
8105,4415Y,1.75,1,0
8106,4415Y,1.75,2,0
8107,4415Y,1.75,3,0
8108,4415Y,1.75,4,0
8109,4415Y,1.76,1,0
8110,4415Y,1.76,2,0
8111,4415Y,1.76,3,0
8112,4415Y,1.76,4,0
8113,4415Y,1.77,1,0
8114,4415Y,1.77,2,0
8115,4415Y,1.77,3,0
8116,4415Y,1.77,4,0
8117,4415Y,1.78,1,0
8118,4415Y,1.78,2,0
8119,4415Y,1.78,3,0
8120,4415Y,1.78,4,0
8121,4415Y,1.79,1,0
8122,4415Y,1.79,2,0
8123,4415Y,1.79,3,0
8124,4415Y,1.79,4,0
8125,4415Y,1.8,1,0
8126,4415Y,1.8,2,0
8127,4415Y,1.8,3,0
8128,4415Y,1.8,4,0
8129,4415Y,1.81,1,0
8130,4415Y,1.81,2,0
8131,4415Y,1.81,3,0
8132,4415Y,1.81,4,0
8133,4415Y,1.82,1,0
8134,4415Y,1.82,2,0
8135,4415Y,1.82,3,0
8136,4415Y,1.82,4,0
8137,4415Y,1.83,1,0
8138,4415Y,1.83,2,0
8139,4415Y,1.83,3,0
8140,4415Y,1.83,4,0
8141,4415Y,1.84,1,0
8142,4415Y,1.84,2,0
8143,4415Y,1.84,3,0
8144,4415Y,1.84,4,0
8145,4415Y,1.85,1,0
8146,4415Y,1.85,2,0
8147,4415Y,1.85,3,0
8148,4415Y,1.85,4,0
8149,4415Y,1.86,1,0
8150,4415Y,1.86,2,0
8151,4415Y,1.86,3,0
8152,4415Y,1.86,4,0
8153,4415Y,1.87,1,0
8154,4415Y,1.87,2,0
8155,4415Y,1.87,3,0
8156,4415Y,1.87,4,0
8157,4415Y,1.88,1,0
8158,4415Y,1.88,2,0
8159,4415Y,1.88,3,0
8160,4415Y,1.88,4,0
8161,4415Y,1.89,1,0
8162,4415Y,1.89,2,0
8163,4415Y,1.89,3,0
8164,4415Y,1.89,4,0
8165,4415Y,1.9,1,0
8166,4415Y,1.9,2,0
8167,4415Y,1.9,3,0
8168,4415Y,1.9,4,0
8169,4415Y,1.91,1,0
8170,4415Y,1.91,2,0
8171,4415Y,1.91,3,0
8172,4415Y,1.91,4,0
8173,4415Y,1.92,1,0
8174,4415Y,1.92,2,0
8175,4415Y,1.92,3,0
8176,4415Y,1.92,4,0
8177,4415Y,1.93,1,0
8178,4415Y,1.93,2,0
8179,4415Y,1.93,3,0
8180,4415Y,1.93,4,0
8181,4415Y,1.94,1,0
8182,4415Y,1.94,2,0
8183,4415Y,1.94,3,0
8184,4415Y,1.94,4,0
8185,4415Y,1.95,1,0
8186,4415Y,1.95,2,0
8187,4415Y,1.95,3,0
8188,4415Y,1.95,4,0
8189,4415Y,1.96,1,0
8190,4415Y,1.96,2,0
8191,4415Y,1.96,3,0
8192,4415Y,1.96,4,0
8193,4415Y,1.97,1,0
8194,4415Y,1.97,2,0
8195,4415Y,1.97,3,0
8196,4415Y,1.97,4,0
8197,4415Y,1.98,1,0
8198,4415Y,1.98,2,0
8199,4415Y,1.98,3,0
8200,4415Y,1.98,4,0
8201,4415Y,1.99,1,0
8202,4415Y,1.99,2,0
8203,4415Y,1.99,3,0
8204,4415Y,1.99,4,0
8205,4415Y,2,1,0
8206,4415Y,2,2,0
8207,4415Y,2,3,0
8208,4415Y,2,4,0
8209,4415Y,2.01,1,0
8210,4415Y,2.01,2,0
8211,4415Y,2.01,3,0
8212,4415Y,2.01,4,0
8213,4415Y,2.02,1,0
8214,4415Y,2.02,2,0
8215,4415Y,2.02,3,0
8216,4415Y,2.02,4,0
8217,4415Y,2.03,1,0
8218,4415Y,2.03,2,0
8219,4415Y,2.03,3,0
8220,4415Y,2.03,4,0
8221,4415Y,2.04,1,0
8222,4415Y,2.04,2,0
8223,4415Y,2.04,3,0
8224,4415Y,2.04,4,0
8225,4415Y,2.05,1,0
8226,4415Y,2.05,2,0
8227,4415Y,2.05,3,0
8228,4415Y,2.05,4,0
8229,4415Y,2.06,1,0
8230,4415Y,2.06,2,0
8231,4415Y,2.06,3,0
8232,4415Y,2.06,4,0
8233,4415Y,2.07,1,0
8234,4415Y,2.07,2,0
8235,4415Y,2.07,3,0
8236,4415Y,2.07,4,0
8237,4415Y,2.08,1,0
8238,4415Y,2.08,2,0
8239,4415Y,2.08,3,0
8240,4415Y,2.08,4,0
8241,4415Y,2.09,1,0
8242,4415Y,2.09,2,0
8243,4415Y,2.09,3,0
8244,4415Y,2.09,4,0
8245,4415Y,2.1,1,0
8246,4415Y,2.1,2,0
8247,4415Y,2.1,3,0
8248,4415Y,2.1,4,0
8249,4415Y,2.11,1,0
8250,4415Y,2.11,2,0
8251,4415Y,2.11,3,0
8252,4415Y,2.11,4,0
8253,4415Y,2.12,1,0
8254,4415Y,2.12,2,0
8255,4415Y,2.12,3,0
8256,4415Y,2.12,4,0
8257,4415Y,2.13,1,0
8258,4415Y,2.13,2,0
8259,4415Y,2.13,3,0
8260,4415Y,2.13,4,0
8261,4415Y,2.14,1,0
8262,4415Y,2.14,2,0
8263,4415Y,2.14,3,0
8264,4415Y,2.14,4,0
8265,4415Y,2.15,1,0
8266,4415Y,2.15,2,0
8267,4415Y,2.15,3,0
8268,4415Y,2.15,4,0
8269,4415Y,2.16,1,0
8270,4415Y,2.16,2,0
8271,4415Y,2.16,3,0
8272,4415Y,2.16,4,0
8273,4415Y,2.17,1,0
8274,4415Y,2.17,2,0
8275,4415Y,2.17,3,0
8276,4415Y,2.17,4,0
8277,4415Y,2.18,1,0
8278,4415Y,2.18,2,0
8279,4415Y,2.18,3,0
8280,4415Y,2.18,4,0
8281,4415Y,2.19,1,0
8282,4415Y,2.19,2,0
8283,4415Y,2.19,3,0
8284,4415Y,2.19,4,0
8285,4415Y,2.2,1,0
8286,4415Y,2.2,2,0
8287,4415Y,2.2,3,0
8288,4415Y,2.2,4,0
8289,4415Y,2.21,1,0
8290,4415Y,2.21,2,0
8291,4415Y,2.21,3,0
8292,4415Y,2.21,4,0
8293,4415Y,2.22,1,0
8294,4415Y,2.22,2,0
8295,4415Y,2.22,3,0
8296,4415Y,2.22,4,0
8297,4415Y,2.23,1,0
8298,4415Y,2.23,2,0
8299,4415Y,2.23,3,0
8300,4415Y,2.23,4,0
8301,4415Y,2.24,1,0
8302,4415Y,2.24,2,0
8303,4415Y,2.24,3,0
8304,4415Y,2.24,4,0
8305,4415Y,2.25,1,0
8306,4415Y,2.25,2,0
8307,4415Y,2.25,3,0
8308,4415Y,2.25,4,0
8309,4415Y,2.26,1,0
8310,4415Y,2.26,2,0
8311,4415Y,2.26,3,0
8312,4415Y,2.26,4,0
8313,4415Y,2.27,1,0
8314,4415Y,2.27,2,0
8315,4415Y,2.27,3,0
8316,4415Y,2.27,4,0
8317,4415Y,2.28,1,0
8318,4415Y,2.28,2,0
8319,4415Y,2.28,3,0
8320,4415Y,2.28,4,0
8321,4415Y,2.29,1,0
8322,4415Y,2.29,2,0
8323,4415Y,2.29,3,0
8324,4415Y,2.29,4,0
8325,4415Y,2.3,1,0
8326,4415Y,2.3,2,0
8327,4415Y,2.3,3,0
8328,4415Y,2.3,4,0
8329,4415Y,2.31,1,0
8330,4415Y,2.31,2,0
8331,4415Y,2.31,3,0
8332,4415Y,2.31,4,0
8333,4415Y,2.32,1,0
8334,4415Y,2.32,2,0
8335,4415Y,2.32,3,0
8336,4415Y,2.32,4,0
8337,4415Y,2.33,1,0
8338,4415Y,2.33,2,0
8339,4415Y,2.33,3,0
8340,4415Y,2.33,4,0
8341,4415Y,2.34,1,0
8342,4415Y,2.34,2,0
8343,4415Y,2.34,3,0
8344,4415Y,2.34,4,0
8345,4415Y,2.35,1,0
8346,4415Y,2.35,2,0
8347,4415Y,2.35,3,0
8348,4415Y,2.35,4,0
8349,4415Y,2.36,1,0
8350,4415Y,2.36,2,0
8351,4415Y,2.36,3,0
8352,4415Y,2.36,4,0
8353,4415Y,2.37,1,0
8354,4415Y,2.37,2,0
8355,4415Y,2.37,3,0
8356,4415Y,2.37,4,0
8357,4415Y,2.38,1,0
8358,4415Y,2.38,2,0
8359,4415Y,2.38,3,0
8360,4415Y,2.38,4,0
8361,4415Y,2.39,1,0
8362,4415Y,2.39,2,0
8363,4415Y,2.39,3,0
8364,4415Y,2.39,4,0
8365,4415Y,2.4,1,0
8366,4415Y,2.4,2,0
8367,4415Y,2.4,3,0
8368,4415Y,2.4,4,0
8369,4415Y,2.41,1,0
8370,4415Y,2.41,2,0
8371,4415Y,2.41,3,0
8372,4415Y,2.41,4,0
8373,4415Y,2.42,1,0
8374,4415Y,2.42,2,0
8375,4415Y,2.42,3,0
8376,4415Y,2.42,4,0
8377,4415Y,2.43,1,0
8378,4415Y,2.43,2,0
8379,4415Y,2.43,3,0
8380,4415Y,2.43,4,0
8381,4415Y,2.44,1,0
8382,4415Y,2.44,2,0
8383,4415Y,2.44,3,0
8384,4415Y,2.44,4,0
8385,4415Y,2.45,1,0
8386,4415Y,2.45,2,0
8387,4415Y,2.45,3,0
8388,4415Y,2.45,4,0
8389,4415Y,2.46,1,0
8390,4415Y,2.46,2,0
8391,4415Y,2.46,3,0
8392,4415Y,2.46,4,0
8393,4415Y,2.47,1,0
8394,4415Y,2.47,2,0
8395,4415Y,2.47,3,0
8396,4415Y,2.47,4,0
8397,4415Y,2.48,1,0
8398,4415Y,2.48,2,0
8399,4415Y,2.48,3,0
8400,4415Y,2.48,4,0
8401,4415Y,2.49,1,0
8402,4415Y,2.49,2,0
8403,4415Y,2.49,3,0
8404,4415Y,2.49,4,0
8405,4415Y,2.5,1,0
8406,4415Y,2.5,2,0
8407,4415Y,2.5,3,0
8408,4415Y,2.5,4,0
8409,4415Y,2.51,1,0
8410,4415Y,2.51,2,0
8411,4415Y,2.51,3,0
8412,4415Y,2.51,4,0
8413,4415Y,2.52,1,0
8414,4415Y,2.52,2,0
8415,4415Y,2.52,3,0
8416,4415Y,2.52,4,0
8417,4415Y,2.53,1,0
8418,4415Y,2.53,2,0
8419,4415Y,2.53,3,0
8420,4415Y,2.53,4,0
8421,4415Y,2.54,1,0
8422,4415Y,2.54,2,0
8423,4415Y,2.54,3,0
8424,4415Y,2.54,4,0
8425,4415Y,2.55,1,0
8426,4415Y,2.55,2,0
8427,4415Y,2.55,3,0
8428,4415Y,2.55,4,0
8429,4415Y,2.56,1,0
8430,4415Y,2.56,2,0
8431,4415Y,2.56,3,0
8432,4415Y,2.56,4,0
8433,4415Y,2.57,1,0
8434,4415Y,2.57,2,0
8435,4415Y,2.57,3,0
8436,4415Y,2.57,4,0
8437,4415Y,2.58,1,0
8438,4415Y,2.58,2,0
8439,4415Y,2.58,3,0
8440,4415Y,2.58,4,0
8441,4415Y,2.59,1,0
8442,4415Y,2.59,2,0
8443,4415Y,2.59,3,0
8444,4415Y,2.59,4,0
8445,4415Y,2.6,1,0
8446,4415Y,2.6,2,0
8447,4415Y,2.6,3,0
8448,4415Y,2.6,4,0
8449,4415Y,2.61,1,0
8450,4415Y,2.61,2,0
